“这么大的柜子只住两个人”💧,负面
记者说中文的一瞬间 小玉壶的眼神下一刻的拥抱 哭哭[泪][泪],正面
“是盏，是中华缠枝文薄胎玉壶” ,正面
记者说中文的一瞬间 小玉壶哭着抱着他说：家人[泪][泪][泪]小玉壶不会说英文，只能听得懂那句中文[悲伤],正面
“是承诺，是自媒体人的热忱，是少年的一拍即合，是不计成本的赤诚之心，更是中国人骨子里的“争口气”,正面
小玉壶 它长这样[泪]真的很漂亮[泪] http://t.cn/A6ObKXOG,正面
“这么大个柜子只住两个人”所以大英博物馆里的中国文物都是挤在一个柜子里的[泪][泪] “只有她是买的，其他都是被套上麻袋抓过去的，所以只有她记得回家的路”[泪][泪] 这台词真的很戳我的点[泪][泪] 这纯纯电影质感啊，想法也很新颖，期待第二集,正面
“带我回家”“小玉壶不委屈”“小玉壶不怕”天知道小玉壶流浪很久突然遇到家人的感觉啊[泪][泪][泪],正面
第一批看完逃出大英博物馆的人，来合个影吧[泪] [耶][爱你][耶],正面
小玉壶说的是I sorry[泪]她不会说英文,负面
此时大英博物馆里的文物：看吧，就算我们还要很久才能回家，但是总有人来听我们的故事[抱抱][抱抱][抱抱]终于有人听到了[泪],正面
期待下一集[泪][泪][泪][泪][泪],正面
热烈建议把它变成大IP，真的值得，快来导演把它拍完整，变电影[泪][泪][泪][泪][泪][给力],正面
你们的出现 从此短视频有了意义[泪],正面
：中国建一个博物馆，把所有失窃的、被掠夺的文物都标上，但是展柜里是空的，一定要注明现在在哪，如何被掠夺的。,正面
天啊，我真的拍过这一只玉壶 http://t.cn/A6ObKiTu,负面
舍友真的太惨了哈哈哈哈哈哈[doge]那个疑惑的脸,正面
这里边我很在意一个点[允悲]，终于有人拍出来古代人睡觉是取下那些饰品的了[允悲],正面
终于来了第一集，“是盏”那句莫名落泪，小玉壶别怕，会带你回家的,正面
“小玉壶不委屈”“小玉壶 不怕”我要哭死了啊[泪][泪][泪],正面
今年以来，纳税人已经按照原标准填报享受专项附加扣除的，自9月份起，信息系统将自动按照提高后的专项附加扣除标准计算应缴纳的个人所得税，此前多缴的税款可以自动抵减本年度后续月份应纳税款，抵减不完的，可以在办理2023年度综合所得汇算清缴时继续享受。,负面
纳税人还没有填报享受2023年度3岁以下婴幼儿照护、子女教育、赡养老人专项附加扣除的，可以在个人所得税APP或者通过任职受雇单位填报专项附加扣除信息后享受。纳税人自9月份纳税申报期起，就可以由任职受雇单位按照提高后的新标准扣除，也可以在办理2023年度个人所得税汇算清缴时按照新标准申报扣除。,负面
重大利好[偷笑]但是希望能早点用到这个好政策[偷笑],正面
虽然对于我们社畜来说经济压力还是很大，但能省一点是一点啊，至少这个政策出来实实在在能每个月给我省些钱[苦涩],正面
好政策，减轻了子女抚养和老人赡养负担！,正面
划重点：对工资低的没影响 对工资高的算是福利了,负面
重磅利好啊，直接照顾到了上有老下有小的打工族[doge]点赞[心][心][心][心][心],正面
这下有孩子又赡养父母的年轻人负担越来越轻了，幸福感蹭蹭往上涨[打call],正面
明星tsls还堂而皇之公关的管不管？,负面
终于等到你[嘻嘻][嘻嘻]每个月个税又可以少交一点了[good][good][good],正面
短短几年这个附加扣除优惠持续加码，都是优惠给我们个人的真金白银啊，诚意满满[打call],负面
建议查一查明星的公关手段 特别是今天那个被举报tsls的公司,负面
不错不错 力度很大 算下来今年不用交个税啦[打call][打call][打call],正面
房贷利率降降吧，这点扣除一个月省几个钱呢,负面
考虑了上有老 下有小，点赞~~,正面
好政策[心],正面
税务局又又又发政策了，对工薪阶层真是太棒啦。可以少交点个税了，我的房子又多一块砖了。,负面
太好了，国家让利于民，多生孩子抵税。,正面
这是好事儿，转需周知。,正面
挺好的，少缴几千块钱税[嘻嘻],正面
原来不给KOL送测，他们也会自己买。小米OV：学会了，下次就这么干。,正面
这不是挺好嘛，毕竟实在在这放着呢,正面
华为这次买推广没[并不简单],负面
华为这就是实力,正面
华为：这次省钱了[doge],负面
华为总是做出出乎意料的大事情[哈哈],正面
没错只有华为手机做的很精彩[笑而不语][哈哈],正面
华为手机其实本来就有足够的实力[挤眼],正面
华为猛,正面
热搜的钱是交给新浪[doge],负面
抢不到华为，加价才能买到华为，华为真坑，凡正我是坚决不会买华为，,负面
华为被威胁造出来芯片，他被威胁解散团队,负面
oppo：交了钱也没啥用[允悲][允悲][允悲],正面
[doge]笑死，以后不要找它开发布会了！,负面
第一次看到这样高的热度[打call],正面
不得不说华为太顶级了呀[并不简单],正面
这不就是实力的认可吧[哈哈],正面
原来大家都喜欢这种形式的发布呀,正面
华为这次省钱了,负面
转口贸易也要注意,正面
湾湾人可以和韩国人多吃,正面
这个可以作为以后的制裁手段之一[思考],正面
国家应该对日进行核损害索赔，《1997年维也纳公约修订议定书》、《2004年巴黎公约修订议定书》中将核损害的赔偿范围扩展到包括环境污染及相关经济收入损失、紧急情况下预防事故费用等。2022年中国渔业经济总产值三万多亿，按三十年算应索赔一百万亿元，如遭拒绝我国就启动对日核反击,负面
全面抵制吧,正面
这人还怪好的[doge],正面
对,正面
日本产品应该全部禁止,负面
看不惯这个家伙,正面
很有道理！,正面
没错，必须采取措施逼日本停止排放,正面
说的太好了[good],负面
支持赞成,负面
全面禁止🚫说得好！,负面
直接开打,负面
农渔畜牧，还有工业品,正面
豆豆小学生加油啊,正面
豆豆太棒了[抱一抱],正面
妈妈和豆豆宝宝都了不起[心],正面
妈妈好伟大。,正面
宝贝加油[心],正面
学业加油呀小豆豆,正面
豆豆，加油！希望未来的路在你脚下一路平坦.[心][心],正面
豆豆真棒,正面
可爱宝贝，加油,正面
加油[送花花],正面
[心][心][心]加油啊,正面
读小学了，真好！,正面
豆豆和豆豆妈妈都超有毅力[good][good][good],正面
张豆豆 加油,正面
家长和孩子付出了多少心血和坚持，连这个都能克服，以后学啥都有持之以恒的精神，愿未来一路顺遂,正面
为父母的爱点赞👍,正面
好棒,正面
小姑娘你很棒耶！,正面
豆豆同学加油！[鲜花][鲜花][鲜花][鲜花][鲜花][鲜花],正面
加油宝宝[心],正面
刚刚遇到卖草莓的 他说他的草莓绝对是最甜的东西 我嗤之以鼻 怎么可能有比你还甜的东西呢🥺,正面
天台上的风很大，今天的风格外凛冽，积攒着怒意的双臂猛挥砸碎了108个窗户，摔烂了38个5G高档高速高质量手机，玻璃渣刺破了我的衣襟，碎掉的是这颗对你永远不变的心，你带我走吧，没有你我怎么活啊,正面
今天我们这下了一天的大雨[晕],负面
老公[哇]看我的云！ http://t.cn/A6OGH5Xu,正面
吃饭了没[抱抱][抱抱][抱抱],正面
晚上好！,正面
老公！！,负面
啊啊啊啊啊啊宝贝,正面
好漂亮！,正面
哥哥给你看我今天拍的[哇] http://t.cn/A6OGH5qo,正面
刚刚不小心被蜜蜂蛰了...半边脸都肿了还有点发紫...查了一下到底是什么蜂...才发现原来是...看见毕雯珺的美貌甘拜下蜂...,负面
难为你费心，是单推给我一个人看，还是别的妹妹都有?一进来就被姐姐们的裤子绊倒了，早知她们在，我就不来了。今儿个她们来，明儿个我来，不至于太热闹，也不至于太冷清。亏得我巴巴得赶来，倒是我的不是了，明儿你再想要我的赞，可不能了[思考],正面
世界上有四种法，华山的清风剑法，武当的王虚道法，少林的除恶杖法，还有我爱上毕雯珺是真的没有办法[doge],正面
我终于赶上了我草,正面
啊还有半小时下班,负面
想你想你[可怜][可怜][可怜][可怜][可怜],负面
嘿嘿看！ http://t.cn/A6OGHq02,正面
今天是什么好日子呀[嘻嘻],正面
老库存了？[喵喵][喵喵][喵喵],负面
晚好宝,正面
宝宝贴贴[打工人]🥰今天昨天我都超级开心！你昨天今天开心吗！要是开心的话😎记得吃饭饭的时候多吃两口🥺（but不管是什么心情都多吃两口🤩）宝宝多吃点还要多吃蔬菜🤨不可以挑食😤晒黑没关系！一下子就养回来了的🤪 （买了新📷可以期待一个vlog嘛😫）（啊啊啊好想看宝宝崽🤿🚴）,正面
终于等到宝贝的微博了[泪]我们真的好想你，这个世界没有我们的小猪那简直乏味无趣🧡宝宝最近去了马尔代夫，除了大海，还有看到什么美丽的风景嘛？有什么美食推荐一下嘛？有机会我们也想打卡一下～张极小领导愿意来当我的小导游吗[偷笑]🧡,正面
嘿！张极小朋友！你好呀！又看到你啦！🧡 听说宝贝和家人出去旅游啦～现在应该已经到家了吧，到家了就好好休息欧～多陪陪家人和啵啵！宝宝能不能多发发日常呀 我们都好想多看看你！你真的超级超级超级棒！🧡🧡🧡,正面
领导晚上好！🧡几日不见，很是想念，不知道领导最近是不是在谈什么大项目，迟迟不上微博，是在准备原创歌曲吗🎤还是在准备十八宫格自拍📷 还是说领导要收购了时代峰峻！嘿嘿～所有领导可不可以分享一下近期的安排，有在准备新的小视频了嘛？不论发生什么，我们会一直爱你的！🧡,正面
领导快看！这是姐姐相册里有关你的第一张照片！是你和啵啵！[偷笑]当时看到这张照片的时候真的感觉超级治愈，你就像一个小太阳一样温暖了我🧡啵啵也超级可爱，真的好喜欢看你和啵啵的合照！宝贝可以再多发一些和啵啵女士的合照吗？🧡我们都很爱你欧～张极是最棒的！🧡 http://t.cn/A6O4gebT,正面
老公我来了[笑而不语] http://t.cn/A6O4gFAX,正面
晚安宝宝,负面
见到张极小朋友的那一刻，感觉世界都明亮了，你就是我们的小太阳！我们真的超级超级爱你，豆几公主真的好可爱好可爱好可爱！软乎乎～我啃啃[舔屏]喜欢张极小朋友真的太幸福了，爱你爱你爱你～宝贝早点休息 晚安～🧡,正面
宝宝五周年快乐！我们会一直一起陪你走下去的！多骑单车把烦恼全部都甩掉！相信自己你一直都很棒我们爱你！💗💗😗,正面
宝宝宝宝！五周年快乐！[打call][打call]以后要天天开心哦，今天和你互动了我们都很高兴相信你也很高兴吧[抱一抱][抱一抱]你要一直好好的哦，我们都在，我们都在爱你[打call]毕竟你这么这么优秀！最近休息的好吗，不要累着自己哦，请一定不要忘了我们可以一直一起走下去！[心],正面
哈喽小极又来啦[爱慕][鲜花]公开五周年快乐呀🥳时间过得真快🤧一晃就是五年啦可惜没能早点遇到你😔🤲不过还好遇见啦也不算晚吧👉🏻👈🏻至少还能看着你出道🥰你尊嘟很棒哦O.O😎赶走坏东西👊🏻要一起走更远，陪着你一起努力嘞🙌🏻🧡加油小极极😍下一条发自拍嘛宝宝,正面
五周年快乐呀小领导☝🏻你真的是一个很真诚的宝宝捏 好喜欢你呀 度假有没有vlog看呀 没有就罚你下次多发几张自拍嘿嘿😙你的每一个舞台都完成的非常棒哦 但是千万要注意不要太累啦 适当放松一下☝🏻 公开五周年了 我们会一直一起走下去😙会永远永远陪着你 期待你的原创哟[打工人] ​​​,正面
张极宝宝公开五周年快乐🥳宝宝你真的好可爱啊 永远真诚 永远言而有信 一定会去比伯演唱会的[打工人]期待啵啵来北京哟[嘻嘻]期待你用新的摄像头拍自行车哟 要记得多发微博 天天开心[浮云],正面
小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍小极极😍,负面
小极公开五周年啦🥳你说过 :长大，是我们一起的一件事。[抱抱]宝宝今年的成长我们都看到了哦！无论未来怎样，一定一定要记得做你自己😘要相信爱你的人会永远愿意和你一直一起走下去[打call],正面
OMG极妹😚 我先看 早点睡 极极😉,负面
啊啊啊啊啊宝宝,正面
"极宝,爱你的人可不止一万个,演唱会上你说要把你分成一万份那可远远不够,能不能早日实现一桔一极制度啊！[憧憬]我们这些极宝女没你可不行",负面
这不算呀，应该现场打捞，现场制作。这谁知道是不是本地的，搞笑作秀,负面
最好再喝几碗处理后的核废水！,正面
可能福岛本地渔民都不信呢[doge],正面
这边建议把美驻日大使馆搬去辐岛更有说服力呢[太开心],负面
继续，不能三天打鱼 两天晒网 才算！,负面
自家养的狗子，含着泪也要挺下去。,正面
狗主人看上狗食了，多吃一点[打call],正面
先转为敬，火速围观~,负面
他们喜欢作秀就作吧，日本人民不能傻到当真[吃瓜],正面
比王志安快了一步[允悲][允悲][允悲] http://t.cn/A6OGHAuh,正面
好的，还要带领美国人民一起多吃,正面
好吃你就多吃点,负面
美日邪恶，祸害亚洲。,正面
发动你全家持续吃,负面
二货，喜欢吃就把福岛海鲜全部带回美国吧，我们不羡慕,正面
模范？,负面
吃的要不是真的福岛的小弟弟就烂掉，这个老东西,正面
美国政客是在福岛吃了东西，但吃的不是福岛本地的食物而是从美国带来的吃食。,正面
难得吃一次肯定问题不大的。主要日积月累,正面
看起来[打call][打call],正面
一起看！,正面
宝贝一会见,正面
主打就是一个帅的要命[春游家族][春游家族][春游家族],正面
[哈哈][哈哈][哈哈][哈哈]等了7天终于等到橘子更新了～,负面
[亲亲][亲亲][亲亲],负面
安全感拉满[求关注]@张新成,负面
七斋[兔子],正面
来看皮皮张新成[哈哈][哈哈],负面
一起看[打call][打call],正面
好 宝玩得开心[赢牛奶][赢牛奶],正面
嗷 好招人喜欢啊张新成 不愧是我老公哈 我们都爱张新成[哇],正面
不见不散[doge],负面
有张新成在，安全感就在[送花花],正面
我爱你[心],正面
